NExScI Disposition,KOI Name,Kepler Name,Planet Radius,Stellar Radius,Metallicity,Stellar Mass
CANDIDATE,K04768.01,,1.440,0.651,-0.840,0.638
FALSE POSITIVE,K01076.01,,15.250,0.481,-1.480,0.494
FALSE POSITIVE,K00729.01,,4.690,1.019,0.140,1.102
FALSE POSITIVE,K07994.01,,16.810,1.215,0.070,1.279
FALSE POSITIVE,K08288.01,,1.320,1.134,-0.020,1.174
CONFIRMED,K00730.01,Kepler-223 d,3.460,1.248,0.160,1.055
CONFIRMED,K00730.02,Kepler-223 c,2.680,1.248,0.160,1.055
CONFIRMED,K00730.03,Kepler-223 e,3.570,1.248,0.160,1.055
CONFIRMED,K00730.04,Kepler-223 b,2.420,1.248,0.160,1.055
FALSE POSITIVE,K00985.01,,1.420,0.892,-0.100,0.799
FALSE POSITIVE,K03983.01,,19.280,1.035,0.000,0.956
FALSE POSITIVE,K05780.01,,25.740,0.941,0.000,1.033
FALSE POSITIVE,K06219.01,,135.840,2.438,-0.360,1.361
CANDIDATE,K01075.01,,18.660,2.312,-0.400,1.230
FALSE POSITIVE,K02341.01,,3.520,2.399,-0.380,1.194
CANDIDATE,K03130.01,,2.900,0.800,-0.160,0.752
CANDIDATE,K03130.02,,1.050,0.800,-0.160,0.752
CONFIRMED,K02153.01,Kepler-364 c,2.810,1.383,0.020,1.109
CONFIRMED,K02153.02,Kepler-364 b,1.730,1.383,0.020,1.109
FALSE POSITIVE,K07608.01,,,,,
CANDIDATE,K08201.01,,2.250,0.753,-0.200,0.843
CANDIDATE,K04557.01,,0.830,1.024,-0.120,1.086
FALSE POSITIVE,K07299.01,,53.530,1.016,-0.480,0.900
FALSE POSITIVE,K03630.01,,43.710,0.798,-0.280,0.852
FALSE POSITIVE,K00731.01,,171.850,0.848,-0.200,0.938
FALSE POSITIVE,K03608.01,,38.300,0.993,-0.240,0.997
FALSE POSITIVE,K07995.01,,15.340,8.038,0.070,2.394
FALSE POSITIVE,K07300.01,,37.020,0.700,-0.520,0.776
CANDIDATE,K07301.01,,1.190,0.720,-0.040,0.773
CONFIRMED,K00098.01,Kepler-14 b,9.860,2.001,0.040,1.313
CANDIDATE,K02689.01,,6.980,0.812,-0.400,0.798
CONFIRMED,K00732.01,Kepler-656 b,3.570,0.954,0.460,1.050
CANDIDATE,K00732.02,,1.230,0.954,0.460,1.050
CANDIDATE,K00732.03,,1.410,0.954,0.460,1.050
CONFIRMED,K00530.01,Kepler-587 b,2.080,0.864,-0.100,0.961
FALSE POSITIVE,K07996.01,,1.000,1.851,-0.120,1.261
FALSE POSITIVE,K07609.01,,1.300,1.046,-0.120,1.102
FALSE POSITIVE,K08202.01,,2.410,1.730,-0.280,1.300
FALSE POSITIVE,K07302.01,,25.100,1.023,-0.120,1.018
FALSE POSITIVE,K03773.01,,,,,
FALSE POSITIVE,K01077.01,,1.370,0.746,-0.300,0.835
CONFIRMED,K00733.01,Kepler-224 c,3.150,0.679,-0.340,0.743
CONFIRMED,K00733.02,Kepler-224 d,2.390,0.679,-0.340,0.743
CONFIRMED,K00733.03,Kepler-224 b,1.390,0.679,-0.340,0.743
CONFIRMED,K00733.04,Kepler-224 e,2.140,0.679,-0.340,0.743
FALSE POSITIVE,K04048.01,,1.130,0.770,-0.100,0.863
CONFIRMED,K00734.01,Kepler-657 b,3.080,0.910,-0.160,0.999
CANDIDATE,K00734.02,,2.540,0.910,-0.160,0.999
CONFIRMED,K01074.01,Kepler-762 b,12.050,1.075,-0.120,1.124
FALSE POSITIVE,K07303.01,,30.600,0.708,-0.720,0.673
FALSE POSITIVE,K03606.01,,91.300,1.246,-0.120,1.218
FALSE POSITIVE,K02810.01,,23.920,1.198,0.210,1.273
FALSE POSITIVE,K02782.01,,35.360,0.991,0.210,1.105
FALSE POSITIVE,K03734.01,,995.220,2.433,-0.060,1.495
FALSE POSITIVE,K07304.01,,277.380,1.406,-0.080,0.922
CANDIDATE,K03913.01,,5.870,1.009,-0.220,1.068
FALSE POSITIVE,K08203.01,,1.680,1.076,-0.100,1.126
CONFIRMED,K00331.01,Kepler-525 b,3.640,1.614,0.180,1.038
CANDIDATE,K00331.02,,23.260,1.614,0.180,1.038
CANDIDATE,K00735.01,,5.190,0.707,-0.600,0.674
FALSE POSITIVE,K01152.01,,14.450,0.488,-0.140,0.517
FALSE POSITIVE,K06078.01,,42.270,0.986,0.070,1.093
CONFIRMED,K02390.01,Kepler-1219 b,3.210,2.886,0.060,1.464
CONFIRMED,K00332.01,Kepler-526 b,1.910,1.135,0.460,1.172
CANDIDATE,K00332.02,,0.790,1.135,0.460,1.172
CANDIDATE,K04754.01,,1.280,0.925,-0.220,1.008
FALSE POSITIVE,K03526.01,,53.300,0.851,-0.120,0.948
FALSE POSITIVE,K07307.01,,26.690,0.784,-0.480,0.726
FALSE POSITIVE,K04689.01,,1.370,0.851,-0.120,0.948
FALSE POSITIVE,K04143.01,,1.330,0.743,-0.260,0.826
FALSE POSITIVE,K07308.01,,63.080,0.990,-0.180,0.926
FALSE POSITIVE,K01896.01,,29.390,0.843,0.120,0.945
CANDIDATE,K01154.01,,26.060,2.079,-0.400,1.461
FALSE POSITIVE,K07309.01,,400.400,2.884,-0.380,1.418
CONFIRMED,K00104.01,Kepler-94 b,3.250,0.761,0.340,0.835
CANDIDATE,K01169.01,,1.320,0.954,0.360,1.064
FALSE POSITIVE,K05786.01,,56.450,1.044,-0.140,1.099
FALSE POSITIVE,K07997.01,,1.960,0.810,-0.320,0.743
CANDIDATE,K07998.01,,2.960,0.894,-0.420,0.764
FALSE POSITIVE,K07999.01,,1.180,1.987,-0.200,1.319
CONFIRMED,K01905.01,Kepler-332 b,1.210,0.721,-0.100,0.774
CONFIRMED,K01905.02,Kepler-332 c,1.040,0.721,-0.100,0.774
CONFIRMED,K01905.03,Kepler-332 d,1.150,0.721,-0.100,0.774
CONFIRMED,K02214.01,Kepler-1146 b,1.290,0.748,0.240,0.836
CONFIRMED,K04446.01,Kepler-1605 b,2.990,2.213,0.080,1.083
CONFIRMED,K02271.01,Kepler-1168 b,2.130,0.736,-0.180,0.817
CONFIRMED,K02058.01,Kepler-1075 b,1.260,0.510,0.000,0.516
CONFIRMED,K01160.01,Kepler-781 b,2.770,0.728,-0.320,0.813
FALSE POSITIVE,K07310.01,,20.710,0.855,-0.180,0.776
CANDIDATE,K08000.01,,1.700,0.782,-0.380,0.847
CANDIDATE,K02919.01,,25.820,0.860,0.070,0.977
FALSE POSITIVE,K07311.01,,35.610,0.996,-0.100,1.070
CONFIRMED,K01880.01,Kepler-994 b,1.280,0.535,-0.160,0.561
CANDIDATE,K02401.01,,1.510,0.598,-0.560,0.592
CONFIRMED,K00333.01,Kepler-527 b,4.030,1.900,-0.260,1.238
CANDIDATE,K01165.01,,2.360,0.863,0.000,0.854
CONFIRMED,K01165.02,Kepler-783 b,0.680,0.863,0.000,0.854
FALSE POSITIVE,K03216.01,,11.020,0.842,-0.440,0.778
FALSE POSITIVE,K08002.01,,2.350,1.087,-0.180,1.005
FALSE POSITIVE,K08003.01,,0.180,0.116,0.000,0.094
FALSE POSITIVE,K07312.01,,0.690,0.869,0.220,0.973
CONFIRMED,K00736.01,Kepler-225 c,2.330,0.602,-0.060,0.616
CONFIRMED,K00736.02,Kepler-225 b,1.440,0.602,-0.060,0.616
FALSE POSITIVE,K07610.01,,0.360,0.815,-1.100,0.831
FALSE POSITIVE,K08289.01,,0.750,0.696,-0.060,0.690
FALSE POSITIVE,K07313.01,,1.140,0.852,-0.180,0.798
FALSE POSITIVE,K01164.01,,12.930,0.480,0.070,0.512
FALSE POSITIVE,K08204.01,,3.570,0.918,-0.440,0.838
FALSE POSITIVE,K06220.01,,1.440,2.056,-0.240,1.532
FALSE POSITIVE,K02391.01,,18.290,0.806,-0.160,0.903
FALSE POSITIVE,K01172.01,,3.220,2.188,-0.240,1.233
FALSE POSITIVE,K02823.01,,3.180,0.815,0.070,0.931
FALSE POSITIVE,K01155.01,,25.540,0.716,-0.420,0.737
FALSE POSITIVE,K01157.01,,149.710,4.319,-0.020,1.807
FALSE POSITIVE,K07314.01,,10.280,5.344,-0.440,1.072
FALSE POSITIVE,K04315.01,,0.930,0.804,0.020,0.891
FALSE POSITIVE,K04547.01,,16.300,0.975,-0.260,0.973
FALSE POSITIVE,K00737.01,,5.160,0.735,-0.280,0.789
FALSE POSITIVE,K07315.01,,42.570,1.044,0.120,0.894
FALSE POSITIVE,K07316.01,,60.260,0.719,-0.880,0.676
CONFIRMED,K01175.01,Kepler-784 b,1.780,1.487,0.100,1.016
CANDIDATE,K01175.02,,1.550,1.487,0.100,1.016
FALSE POSITIVE,K01175.03,,2.020,1.487,0.100,1.016
CANDIDATE,K01166.01,,2.800,1.001,-0.020,1.079
FALSE POSITIVE,K01153.01,,57.770,1.058,-0.180,1.106
CANDIDATE,K08205.01,,25.390,7.796,0.060,1.748
CANDIDATE,K03991.01,,1.370,0.921,-0.140,0.837
FALSE POSITIVE,K07317.01,,69.080,0.964,-0.180,1.041
FALSE POSITIVE,K03756.01,,13.680,1.685,0.060,1.242
FALSE POSITIVE,K01158.01,,2.080,1.033,-0.240,1.083
CONFIRMED,K00618.01,Kepler-623 b,2.940,0.929,0.140,1.008
CANDIDATE,K01159.01,,5.400,0.881,0.300,0.834
FALSE POSITIVE,K04832.01,,81.010,3.598,-0.120,1.462
FALSE POSITIVE,K06221.01,,12.890,0.668,-0.160,0.659
CONFIRMED,K00738.01,Kepler-29 b,2.980,0.870,-0.060,0.968
CONFIRMED,K00738.02,Kepler-29 c,2.780,0.870,-0.060,0.968
CONFIRMED,K04051.01,Kepler-1545 b,2.750,0.843,0.180,0.800
FALSE POSITIVE,K02118.01,,1.220,1.579,0.180,1.289
CANDIDATE,K03908.01,,2.230,1.471,-0.020,1.006
FALSE POSITIVE,K02726.01,,2.290,2.628,-0.200,1.519
FALSE POSITIVE,K07318.01,,58.670,1.078,0.220,1.126
FALSE POSITIVE,K00334.01,,1.230,1.039,-0.280,0.980
FALSE POSITIVE,K03671.01,,46.240,0.855,0.070,0.964
FALSE POSITIVE,K08004.01,,0.840,1.007,0.070,1.111
CANDIDATE,K03224.01,,1.010,1.401,0.160,0.926
CONFIRMED,K01997.01,Kepler-1043 b,2.450,0.881,-0.420,0.904
CANDIDATE,K00619.01,,21.020,0.885,-0.220,0.975
FALSE POSITIVE,K06223.01,,75.280,1.091,0.160,1.149
FALSE POSITIVE,K08206.01,,2.500,1.702,0.080,1.115
CANDIDATE,K00289.01,,3.130,1.417,-0.200,0.958
CONFIRMED,K00289.02,Kepler-511 b,7.560,1.417,-0.200,0.958
CONFIRMED,K00739.01,Kepler-658 b,1.390,0.525,0.120,0.533
CANDIDATE,K02583.01,,0.600,0.921,0.060,0.962
FALSE POSITIVE,K02583.02,,1.250,0.921,0.060,0.962
CONFIRMED,K00596.01,Kepler-617 b,1.230,0.470,0.000,0.494
FALSE POSITIVE,K08005.01,,4.480,4.528,0.070,3.472
CANDIDATE,K05790.01,,3.710,0.713,0.070,0.818
CONFIRMED,K00740.01,Kepler-659 b,2.440,0.687,-0.160,0.767
CANDIDATE,K00531.01,,5.780,0.606,0.120,0.611
CANDIDATE,K07320.01,,0.750,0.715,-0.240,0.693
FALSE POSITIVE,K08006.01,,0.780,0.958,-0.080,1.043
CONFIRMED,K02859.01,Kepler-1371 b,0.700,0.721,-0.680,0.680
CONFIRMED,K02859.02,Kepler-1371 c,0.650,0.721,-0.680,0.680
CANDIDATE,K02859.03,,0.570,0.721,-0.680,0.680
CANDIDATE,K02859.04,,0.570,0.721,-0.680,0.680
CANDIDATE,K02859.05,,0.660,0.721,-0.680,0.680
FALSE POSITIVE,K04556.01,,0.910,1.342,-0.040,0.915
CANDIDATE,K08007.01,,9.660,0.311,0.000,0.304
FALSE POSITIVE,K08207.01,,2.500,0.690,-0.380,0.768
CONFIRMED,K02147.01,Kepler-362 c,2.010,1.017,0.140,1.016
CONFIRMED,K02147.02,Kepler-362 b,1.250,1.017,0.140,1.016
FALSE POSITIVE,K08008.01,,0.630,0.753,0.140,0.836
FALSE POSITIVE,K08009.01,,0.640,1.006,-0.200,1.063
FALSE POSITIVE,K08010.01,,0.480,1.087,-0.140,1.131
FALSE POSITIVE,K03987.01,,2.070,2.187,-0.240,1.502
FALSE POSITIVE,K07321.01,,103.980,5.272,-0.040,1.386
FALSE POSITIVE,K02500.01,,1.480,1.457,-0.340,1.083
FALSE POSITIVE,K04568.01,,1.240,2.174,-0.160,1.134
CANDIDATE,K08011.01,,,,,
FALSE POSITIVE,K04662.01,,0.720,1.863,-0.160,1.378
FALSE POSITIVE,K02605.01,,1.300,0.663,-0.280,0.652
FALSE POSITIVE,K07611.01,,0.630,0.787,-0.540,0.764
FALSE POSITIVE,K07322.01,,0.990,0.866,-0.260,0.895
FALSE POSITIVE,K07323.01,,0.370,1.025,-0.540,0.942
CONFIRMED,K04255.01,Kepler-1577 b,2.520,1.756,0.280,0.952
FALSE POSITIVE,K02562.01,,1.330,0.966,-0.160,1.043
FALSE POSITIVE,K05792.01,,8.710,0.724,-0.160,0.718
FALSE POSITIVE,K07324.01,,,,,
CONFIRMED,K00428.01,Kepler-40 b,13.440,2.179,0.080,1.516
FALSE POSITIVE,K00741.01,,21.550,0.905,0.070,1.021
FALSE POSITIVE,K00742.01,,150.510,0.848,-0.200,0.938
FALSE POSITIVE,K02412.01,,9.480,4.131,-0.060,1.375
FALSE POSITIVE,K04073.01,,,,,
FALSE POSITIVE,K07325.01,,77.250,1.080,0.070,0.972
FALSE POSITIVE,K03257.01,,2.230,0.559,-0.540,0.587
FALSE POSITIVE,K07326.01,,57.480,1.051,-0.320,0.962
FALSE POSITIVE,K08208.01,,40.480,0.841,-0.100,0.939
FALSE POSITIVE,K08208.02,,3.170,0.841,-0.100,0.939
CONFIRMED,K01161.01,Kepler-272 c,1.940,1.004,0.160,0.865
CONFIRMED,K01161.02,Kepler-272 d,2.410,1.004,0.160,0.865
CONFIRMED,K01161.03,Kepler-272 b,1.520,1.004,0.160,0.865
FALSE POSITIVE,K04394.01,,2.940,3.266,-0.200,1.478
CANDIDATE,K07327.01,,1.880,0.752,-0.100,0.727
CANDIDATE,K08012.01,,0.420,0.218,-0.360,0.202
CONFIRMED,K02484.01,Kepler-1253 b,1.470,1.222,-0.280,0.863
CONFIRMED,K00532.01,Kepler-588 b,2.870,0.987,-0.140,1.053
FALSE POSITIVE,K07328.01,,63.250,0.882,-0.040,0.980
CONFIRMED,K01877.01,Kepler-992 b,1.750,0.724,0.020,0.818
FALSE POSITIVE,K08290.01,,1.260,0.636,-0.560,0.678
CONFIRMED,K00474.01,Kepler-164 c,2.840,1.097,-0.100,0.966
CONFIRMED,K00474.02,Kepler-164 d,2.700,1.097,-0.100,0.966
CANDIDATE,K00474.03,,4.240,1.097,-0.100,0.966
CONFIRMED,K00474.04,Kepler-164 b,1.630,1.097,-0.100,0.966
FALSE POSITIVE,K08209.01,,1.720,1.316,-0.360,1.185
FALSE POSITIVE,K08013.01,,,,,
FALSE POSITIVE,K07329.01,,52.880,1.012,-0.120,1.043
CONFIRMED,K01851.01,Kepler-981 b,2.260,0.934,-0.120,1.021
FALSE POSITIVE,K00743.01,,7.180,0.680,-0.540,0.657
FALSE POSITIVE,K03578.01,,54.380,1.669,0.120,0.932
CANDIDATE,K04480.01,,1.750,0.805,-0.500,0.756
CANDIDATE,K03191.02,,4.070,3.218,0.070,2.505
CANDIDATE,K07331.01,,67.450,1.676,-0.020,0.910
CONFIRMED,K02589.01,Kepler-1284 b,1.190,0.797,0.160,0.896
CONFIRMED,K01163.01,Kepler-273 b,1.920,1.002,0.140,0.867
CONFIRMED,K01163.02,Kepler-273 c,2.000,1.002,0.140,0.867
FALSE POSITIVE,K00335.01,,5.250,1.619,-0.180,1.302
FALSE POSITIVE,K02112.01,,1.170,1.324,0.120,1.281
FALSE POSITIVE,K05796.01,,2.410,1.044,0.120,0.948
FALSE POSITIVE,K08014.01,,0.790,0.808,-0.220,0.903
FALSE POSITIVE,K08015.01,,0.640,1.131,-0.040,1.170
FALSE POSITIVE,K08016.01,,0.630,1.094,0.220,0.976
FALSE POSITIVE,K08017.01,,0.630,0.887,-0.380,0.968
FALSE POSITIVE,K08291.01,,0.570,1.078,-0.080,1.129
CANDIDATE,K07332.01,,0.850,1.032,-0.140,1.040
FALSE POSITIVE,K07612.01,,0.840,0.717,-0.060,0.720
FALSE POSITIVE,K07613.01,,0.780,0.838,-0.100,0.927
FALSE POSITIVE,K08018.01,,0.700,0.883,-0.020,0.982
FALSE POSITIVE,K08019.01,,0.610,0.820,-0.200,0.916
FALSE POSITIVE,K08020.01,,0.430,0.796,-0.240,0.890
FALSE POSITIVE,K07614.01,,0.600,0.741,-0.500,0.841
CONFIRMED,K02961.01,Kepler-1395 b,0.700,1.206,0.140,1.126
CANDIDATE,K02554.01,,13.720,0.511,-1.100,0.513
CANDIDATE,K02554.02,,0.940,0.511,-1.100,0.513
FALSE POSITIVE,K04648.01,,1.760,0.940,-0.020,1.032
CANDIDATE,K02040.01,,3.090,0.996,0.000,0.911
FALSE POSITIVE,K01173.01,,1.190,1.015,-0.400,0.975
FALSE POSITIVE,K05797.01,,136.300,2.056,-0.280,1.244
FALSE POSITIVE,K00744.01,,49.290,0.947,-0.220,1.025
FALSE POSITIVE,K00744.02,,1.120,0.947,-0.220,1.025
FALSE POSITIVE,K02320.01,,0.820,0.774,-0.520,0.826
FALSE POSITIVE,K07333.01,,0.900,1.358,-0.160,1.101
CANDIDATE,K01170.01,,1.840,0.762,-0.500,0.865
FALSE POSITIVE,K06225.01,,26.980,0.894,-0.300,0.972
FALSE POSITIVE,K03366.01,,1.120,0.797,-0.120,0.893
FALSE POSITIVE,K01167.01,,1.210,0.725,-0.340,0.810
FALSE POSITIVE,K00745.01,,7.940,0.786,-0.200,0.741
FALSE POSITIVE,K07334.01,,100.890,1.834,0.040,1.584
FALSE POSITIVE,K01635.01,,49.250,0.943,0.210,1.061
FALSE POSITIVE,K00290.01,,2.550,1.529,-0.220,1.344
CONFIRMED,K00251.01,Kepler-125 b,2.540,0.508,-0.060,0.534
CONFIRMED,K00251.02,Kepler-125 c,0.800,0.508,-0.060,0.534
CONFIRMED,K02266.01,Kepler-1167 b,1.600,0.741,-0.180,0.715
FALSE POSITIVE,K03625.01,,79.080,1.160,-0.240,1.046
FALSE POSITIVE,K00106.01,,50.980,2.569,-0.100,1.495
FALSE POSITIVE,K03231.01,,1.190,1.617,-0.120,1.127
FALSE POSITIVE,K07335.01,,72.900,1.196,-0.060,0.990
FALSE POSITIVE,K07336.01,,118.990,1.925,-0.120,1.400
FALSE POSITIVE,K01763.01,,1.330,0.707,-0.380,0.681
FALSE POSITIVE,K03910.01,,21.720,0.791,-0.100,0.838
FALSE POSITIVE,K04589.01,,1.730,2.391,-0.500,1.233
FALSE POSITIVE,K03639.01,,251.930,4.610,-0.760,0.812
FALSE POSITIVE,K03576.01,,104.170,1.557,-0.220,1.032
FALSE POSITIVE,K08210.01,,78.770,21.291,-0.500,2.075
CONFIRMED,K00533.01,Kepler-589 b,2.950,0.916,-0.020,0.832
CANDIDATE,K00533.02,,1.460,0.916,-0.020,0.832
FALSE POSITIVE,K01614.01,,1.850,1.366,-0.180,0.946
FALSE POSITIVE,K00263.01,,2.510,1.545,-0.060,0.994
FALSE POSITIVE,K01156.01,,5.650,0.825,-0.260,0.760
CANDIDATE,K08211.01,,0.670,0.830,0.070,0.939
FALSE POSITIVE,K02800.01,,1.240,1.139,-0.220,0.842
FALSE POSITIVE,K02188.01,,15.780,0.923,-0.340,0.974
FALSE POSITIVE,K00336.01,,2.800,2.556,-0.060,1.700
FALSE POSITIVE,K03612.01,,53.030,0.851,0.100,0.897
FALSE POSITIVE,K08212.01,,47.480,2.348,-0.120,1.299
CONFIRMED,K02006.01,Kepler-1049 b,0.810,0.496,0.000,0.528
CANDIDATE,K04252.01,,0.720,0.557,0.120,0.585
CANDIDATE,K05800.01,,1.340,1.047,-0.040,1.058
CONFIRMED,K00746.01,Kepler-660 b,2.470,0.696,-0.300,0.676
CONFIRMED,K04261.01,Kepler-1578 b,1.210,1.023,-0.140,1.011
FALSE POSITIVE,K02622.01,,1.110,0.847,0.020,0.896
CONFIRMED,K01162.01,Kepler-782 b,3.080,1.034,-0.280,0.852
CONFIRMED,K02208.01,Kepler-1141 b,0.970,1.132,0.040,0.995
FALSE POSITIVE,K08292.01,,20.060,9.888,0.070,2.814
CANDIDATE,K04345.01,,26.600,1.455,-0.660,0.804
FALSE POSITIVE,K05801.02,,1.000,1.326,0.140,0.948
FALSE POSITIVE,K07337.01,,59.190,1.174,-0.460,1.018
FALSE POSITIVE,K07338.01,,0.380,0.420,-0.100,0.445
FALSE POSITIVE,K08021.01,,0.400,0.540,-0.100,0.545
FALSE POSITIVE,K08022.01,,0.410,0.983,-0.320,0.995
FALSE POSITIVE,K08023.01,,0.570,0.950,-0.260,0.969
FALSE POSITIVE,K08024.01,,0.660,0.846,-0.380,0.932
FALSE POSITIVE,K08025.01,,0.590,1.017,-0.140,0.991
CANDIDATE,K08026.01,,0.930,1.072,-0.340,0.907
CONFIRMED,K01301.01,Kepler-284 b,2.620,0.882,0.140,0.875
CONFIRMED,K01301.02,Kepler-284 c,2.680,0.882,0.140,0.875
FALSE POSITIVE,K02244.01,,49.240,1.045,-0.200,1.095
CONFIRMED,K00337.01,Kepler-528 b,2.100,1.099,0.000,0.953
CANDIDATE,K07339.01,,1.730,1.097,-0.020,1.148
FALSE POSITIVE,K05802.01,,62.030,2.087,-0.260,1.049
FALSE POSITIVE,K07340.01,,52.430,1.130,-0.280,0.962
CONFIRMED,K02131.01,Kepler-1112 b,2.310,1.216,-0.100,1.235
FALSE POSITIVE,K01294.01,,5.350,1.275,-0.060,1.283
FALSE POSITIVE,K07341.01,,68.910,2.015,-0.120,1.665
CANDIDATE,K04826.01,,1.670,1.989,0.320,1.190
FALSE POSITIVE,K04214.01,,0.580,0.909,-0.040,0.924
FALSE POSITIVE,K05804.01,,39.760,0.919,-0.280,1.000
FALSE POSITIVE,K05805.01,,11.070,3.931,0.140,1.764
CONFIRMED,K00338.01,Kepler-141 c,1.500,0.782,0.220,0.824
CONFIRMED,K00338.02,Kepler-141 b,0.730,0.782,0.220,0.824
FALSE POSITIVE,K07342.01,,37.720,2.856,0.200,1.868
FALSE POSITIVE,K03059.01,,1.810,0.840,0.070,0.955
CONFIRMED,K00534.01,Kepler-179 c,2.520,0.766,-0.140,0.856
CONFIRMED,K00534.02,Kepler-179 b,1.560,0.766,-0.140,0.856
CANDIDATE,K03771.01,,14.000,0.921,-0.320,0.826
FALSE POSITIVE,K00158.01,,4.520,2.097,-0.240,1.162
FALSE POSITIVE,K07343.01,,34.050,0.721,-0.440,0.688
CONFIRMED,K00475.01,Kepler-165 b,2.100,0.770,0.120,0.864
CONFIRMED,K00475.02,Kepler-165 c,2.340,0.770,0.120,0.864
FALSE POSITIVE,K03807.01,,145.360,2.324,-0.300,1.634
CONFIRMED,K00747.01,Kepler-661 b,2.850,0.672,0.210,0.761
FALSE POSITIVE,K00748.01,,1.580,0.819,0.100,0.781
FALSE POSITIVE,K07344.01,,80.710,1.579,-0.400,1.093
FALSE POSITIVE,K03902.01,,1.460,1.051,0.100,0.871
CONFIRMED,K02300.01,Kepler-1179 b,1.460,0.829,-0.180,0.765
CANDIDATE,K04833.01,,1.010,1.310,-0.200,0.979
CONFIRMED,K03032.01,Kepler-1415 b,1.310,0.885,0.440,0.988
CANDIDATE,K04563.01,,1.700,1.221,0.140,0.920
CONFIRMED,K01314.01,Kepler-815 b,4.260,3.464,-0.040,1.268
FALSE POSITIVE,K08293.01,,1.530,0.970,-0.160,0.996
CONFIRMED,K00275.01,Kepler-129 b,2.400,1.704,0.300,1.251
CONFIRMED,K00275.02,Kepler-129 c,2.570,1.704,0.300,1.251
CONFIRMED,K01308.01,Kepler-811 b,3.000,1.354,0.000,0.947
CANDIDATE,K07345.01,,2.160,0.940,0.140,1.038
CANDIDATE,K04892.01,,1.080,1.052,-0.520,0.846
CONFIRMED,K00339.01,Kepler-529 b,2.100,1.189,-0.160,1.005
CONFIRMED,K00339.02,Kepler-529 c,2.550,1.189,-0.160,1.005
CANDIDATE,K00339.03,,2.440,1.189,-0.160,1.005
CONFIRMED,K02845.01,Kepler-1367 b,0.930,0.650,0.360,0.731
FALSE POSITIVE,K07346.01,,53.720,1.031,-0.160,0.875
CONFIRMED,K04204.01,Kepler-1568 b,1.260,1.210,0.100,1.025
CONFIRMED,K00087.01,Kepler-22 b,2.340,0.886,-0.260,0.799
FALSE POSITIVE,K00025.01,,48.730,1.181,-0.060,1.078
CANDIDATE,K02958.01,,1.890,1.033,-0.240,1.083
CONFIRMED,K00476.01,Kepler-566 b,2.240,0.779,0.180,0.759
CONFIRMED,K00597.01,Kepler-194 c,3.560,1.439,0.160,0.989
CONFIRMED,K00597.02,Kepler-194 b,2.060,1.439,0.160,0.989
CONFIRMED,K00597.03,Kepler-194 d,3.330,1.439,0.160,0.989
CONFIRMED,K02227.01,Kepler-1151 b,3.930,1.246,0.320,1.008
CONFIRMED,K00749.01,Kepler-226 c,2.550,0.910,0.160,0.831
CONFIRMED,K00749.02,Kepler-226 b,1.700,0.910,0.160,0.831
CONFIRMED,K00749.03,Kepler-226 d,1.300,0.910,0.160,0.831
FALSE POSITIVE,K07348.01,,1.200,1.651,-0.220,1.333
FALSE POSITIVE,K06226.01,,21.790,0.668,-1.040,0.646
FALSE POSITIVE,K07349.01,,123.020,1.450,-0.180,1.107
FALSE POSITIVE,K00210.01,,17.360,1.109,-0.120,1.021
CONFIRMED,K01298.01,Kepler-283 b,2.150,0.582,-0.200,0.596
CONFIRMED,K01298.02,Kepler-283 c,1.870,0.582,-0.200,0.596
CANDIDATE,K02797.01,,1.650,1.084,0.210,1.181
CANDIDATE,K04447.01,,0.980,0.772,0.000,0.745
CANDIDATE,K04577.01,,1.830,0.831,-0.500,0.931
CANDIDATE,K04577.02,,0.790,0.831,-0.500,0.931
FALSE POSITIVE,K03148.01,,1.830,1.108,-0.080,1.151
FALSE POSITIVE,K07350.01,,29.980,0.740,-0.460,0.698
CANDIDATE,K01807.01,,75.080,8.121,-0.360,1.812
FALSE POSITIVE,K06227.01,,52.740,3.619,-0.120,0.905
FALSE POSITIVE,K08027.01,,0.390,0.571,-1.120,0.572
CONFIRMED,K04765.01,Kepler-1622 b,1.240,1.196,0.120,1.119
FALSE POSITIVE,K01999.01,,89.350,4.034,0.360,1.668
FALSE POSITIVE,K00340.01,,17.740,1.177,0.380,1.100
FALSE POSITIVE,K05814.01,,69.680,1.136,-0.460,1.021
CONFIRMED,K00429.01,Kepler-550 b,4.170,0.805,-0.240,0.748
FALSE POSITIVE,K08028.01,,81.420,1.523,-0.060,1.415
CONFIRMED,K02149.01,Kepler-1121 b,1.870,1.636,0.140,1.287
FALSE POSITIVE,K03016.01,,1.160,1.049,0.160,1.064
FALSE POSITIVE,K07351.01,,131.410,2.135,-0.340,1.479
FALSE POSITIVE,K03082.01,,2.900,2.157,0.070,2.194
CONFIRMED,K00203.01,Kepler-17 b,14.480,1.018,0.300,1.021
FALSE POSITIVE,K00066.01,,83.250,2.622,-0.380,1.791
FALSE POSITIVE,K01636.01,,1.120,0.820,-0.420,0.908
FALSE POSITIVE,K07352.01,,2.110,2.595,-0.320,1.489
CANDIDATE,K04366.01,,1.000,0.731,-0.360,0.797
FALSE POSITIVE,K07353.01,,1.420,1.607,-0.520,0.914
FALSE POSITIVE,K03953.01,,19.660,0.896,0.000,0.904
FALSE POSITIVE,K03441.01,,56.020,1.024,-0.120,1.086
